OrderID,Date,Year,Month,Quarter,DayOfWeek,Category,Product,Region,CustomerSegment,PaymentMethod,UnitPrice,Quantity,Discount,TotalSales,Profit,ProfitMargin
ORD11336,2022-10-23,2022,10,Q4,Sunday,Food & Beverages,Tea,Central,New,Cash,143.83,3,0.0,431.49,126.86,0.294
ORD11337,2022-10-23,2022,10,Q4,Sunday,Electronics,Headphones,South,Regular,Cash,3188.92,3,0.05,9088.42,1535.94,0.169
ORD11338,2022-10-23,2022,10,Q4,Sunday,Electronics,Laptop,South,Regular,Credit Card,67125.81,2,0.0,134251.62,38261.71,0.285
ORD11339,2022-10-24,2022,10,Q4,Monday,Sports,Water Bottle,North,Regular,Net Banking,374.93,2,0.0,749.86,244.45,0.326
ORD11340,2022-10-24,2022,10,Q4,Monday,Home & Garden,Vase,North,Premium,Net Banking,378.64,1,0.0,378.64,83.68,0.221
ORD11341,2022-10-24,2022,10,Q4,Monday,Clothing,Jacket,North,Regular,UPI,2614.86,3,0.15,6667.89,1326.91,0.199
ORD11342,2022-10-25,2022,10,Q4,Tuesday,Food & Beverages,Juice,East,Premium,Net Banking,59.16,1,0.1,53.24,16.45,0.309
ORD11343,2022-10-25,2022,10,Q4,Tuesday,Home & Garden,Curtains,Central,New,Debit Card,747.73,5,0.1,3364.79,814.28,0.242
ORD11344,2022-10-26,2022,10,Q4,Wednesday,Electronics,Smartwatch,North,New,Debit Card,7660.71,2,0.0,15321.42,2895.75,0.189
ORD11345,2022-10-26,2022,10,Q4,Wednesday,Food & Beverages,Tea,Central,Regular,Debit Card,152.88,1,0.0,152.88,24.16,0.158
ORD11346,2022-10-26,2022,10,Q4,Wednesday,Sports,Resistance Band,West,Premium,Net Banking,415.49,5,0.15,1765.83,356.7,0.202
ORD11347,2022-10-26,2022,10,Q4,Wednesday,Sports,Resistance Band,Central,New,Cash,409.07,4,0.0,1636.28,472.88,0.289
ORD11348,2022-10-26,2022,10,Q4,Wednesday,Clothing,Jeans,South,Regular,Credit Card,1547.6,2,0.0,3095.2,445.71,0.144
ORD11349,2022-10-27,2022,10,Q4,Thursday,Sports,Dumbbells,South,Premium,Credit Card,2686.51,3,0.0,8059.53,1724.74,0.214
ORD11350,2022-10-27,2022,10,Q4,Thursday,Food & Beverages,Coffee,South,New,Cash,253.03,4,0.0,1012.12,123.48,0.122
ORD11351,2022-10-27,2022,10,Q4,Thursday,Home & Garden,Pillow,East,New,Credit Card,426.12,5,0.0,2130.6,637.05,0.299
ORD11352,2022-10-27,2022,10,Q4,Thursday,Clothing,Shoes,West,Premium,Cash,2023.44,5,0.05,9611.34,2181.77,0.227
ORD11353,2022-10-27,2022,10,Q4,Thursday,Food & Beverages,Snacks,Central,Premium,Net Banking,73.9,5,0.2,295.6,75.38,0.255
ORD11354,2022-10-27,2022,10,Q4,Thursday,Electronics,Smartwatch,South,Regular,UPI,7562.04,3,0.2,18148.9,4664.27,0.257
ORD11355,2022-10-27,2022,10,Q4,Thursday,Clothing,Dress,West,Premium,UPI,2095.55,4,0.1,7543.98,1976.52,0.262
ORD11356,2022-10-28,2022,10,Q4,Friday,Electronics,Smartwatch,East,Regular,Credit Card,8581.55,4,0.05,32609.89,4695.82,0.144
ORD11357,2022-10-29,2022,10,Q4,Saturday,Food & Beverages,Juice,East,New,Cash,56.07,3,0.2,134.57,39.29,0.292
ORD11358,2022-10-29,2022,10,Q4,Saturday,Clothing,Shoes,South,Premium,UPI,2226.95,5,0.1,10021.27,3086.55,0.308
ORD11359,2022-10-29,2022,10,Q4,Saturday,Clothing,T-Shirt,West,Premium,Net Banking,548.36,1,0.0,548.36,69.64,0.127
ORD11360,2022-10-30,2022,10,Q4,Sunday,Clothing,T-Shirt,East,Premium,Credit Card,528.21,2,0.1,950.78,125.5,0.132
ORD11361,2022-10-30,2022,10,Q4,Sunday,Food & Beverages,Snacks,North,New,UPI,72.84,4,0.1,262.22,62.93,0.24
ORD11362,2022-10-30,2022,10,Q4,Sunday,Electronics,Headphones,West,Premium,Credit Card,3302.78,5,0.15,14036.82,3663.61,0.261
ORD11363,2022-10-30,2022,10,Q4,Sunday,Food & Beverages,Snacks,North,New,Credit Card,76.05,2,0.15,129.28,26.24,0.203
ORD11364,2022-10-30,2022,10,Q4,Sunday,Home & Garden,Vase,West,Premium,Debit Card,372.65,1,0.15,316.75,43.71,0.138
ORD11365,2022-10-30,2022,10,Q4,Sunday,Home & Garden,Vase,North,Regular,UPI,377.71,1,0.2,302.17,58.92,0.195
ORD11366,2022-10-30,2022,10,Q4,Sunday,Electronics,Smartwatch,South,New,Debit Card,7534.49,1,0.15,6404.32,1998.15,0.312
ORD11367,2022-10-31,2022,10,Q4,Monday,Clothing,T-Shirt,North,Regular,Cash,485.83,5,0.05,2307.69,722.31,0.313
ORD11368,2022-10-31,2022,10,Q4,Monday,Electronics,Headphones,Central,Premium,Debit Card,3304.87,5,0.0,16524.35,4180.66,0.253
ORD11369,2022-10-31,2022,10,Q4,Monday,Sports,Yoga Mat,East,New,Debit Card,947.14,5,0.0,4735.7,1070.27,0.226
ORD11370,2022-10-31,2022,10,Q4,Monday,Sports,Running Shoes,North,New,Cash,2881.97,3,0.1,7781.32,964.88,0.124
ORD11371,2022-10-31,2022,10,Q4,Monday,Home & Garden,Chair,South,New,Debit Card,5179.2,2,0.0,10358.4,2869.28,0.277
ORD11372,2022-11-01,2022,11,Q4,Tuesday,Food & Beverages,Coffee,West,Regular,UPI,352.21,2,0.0,704.42,236.69,0.336
ORD11373,2022-11-01,2022,11,Q4,Tuesday,Sports,Dumbbells,Central,Premium,Debit Card,3368.26,3,0.15,8589.06,2327.64,0.271
ORD11374,2022-11-01,2022,11,Q4,Tuesday,Electronics,Headphones,Central,Premium,Credit Card,5361.73,1,0.0,5361.73,1785.46,0.333
ORD11375,2022-11-01,2022,11,Q4,Tuesday,Food & Beverages,Juice,North,New,Cash,89.79,4,0.1,323.24,47.52,0.147
ORD11376,2022-11-01,2022,11,Q4,Tuesday,Electronics,Laptop,South,New,Credit Card,93052.88,3,0.0,279158.64,36290.62,0.13
ORD11377,2022-11-02,2022,11,Q4,Wednesday,Clothing,Jacket,North,Regular,Credit Card,3635.33,3,0.1,9815.39,1982.71,0.202
ORD11378,2022-11-02,2022,11,Q4,Wednesday,Clothing,Jacket,North,New,Debit Card,3535.46,2,0.05,6717.37,2095.82,0.312
ORD11379,2022-11-02,2022,11,Q4,Wednesday,Food & Beverages,Tea,South,Premium,Credit Card,223.22,5,0.15,948.68,209.66,0.221
ORD11380,2022-11-02,2022,11,Q4,Wednesday,Home & Garden,Curtains,East,Regular,Net Banking,1209.43,2,0.0,2418.86,348.32,0.144
ORD11381,2022-11-02,2022,11,Q4,Wednesday,Food & Beverages,Juice,South,Premium,Debit Card,81.56,5,0.0,407.8,98.69,0.242
ORD11382,2022-11-02,2022,11,Q4,Wednesday,Clothing,Jacket,West,Premium,Credit Card,3526.45,5,0.0,17632.25,2397.99,0.136
ORD11383,2022-11-03,2022,11,Q4,Thursday,Home & Garden,Curtains,East,Premium,Net Banking,1096.54,4,0.1,3947.54,978.99,0.248
ORD11384,2022-11-03,2022,11,Q4,Thursday,Home & Garden,Table Lamp,Central,Premium,Debit Card,1521.8,4,0.0,6087.2,1314.84,0.216
ORD11385,2022-11-03,2022,11,Q4,Thursday,Sports,Resistance Band,West,Premium,UPI,588.19,5,0.0,2940.95,832.29,0.283
ORD11386,2022-11-03,2022,11,Q4,Thursday,Clothing,Jacket,Central,New,UPI,3217.01,3,0.15,8203.38,1476.61,0.18
ORD11387,2022-11-03,2022,11,Q4,Thursday,Electronics,Smartwatch,South,Premium,Debit Card,10781.23,2,0.2,17249.97,5588.99,0.324
ORD11388,2022-11-03,2022,11,Q4,Thursday,Home & Garden,Curtains,North,New,Debit Card,1217.28,3,0.0,3651.84,755.93,0.207
ORD11389,2022-11-04,2022,11,Q4,Friday,Home & Garden,Table Lamp,Central,Premium,UPI,1618.37,3,0.05,4612.35,650.34,0.141
ORD11390,2022-11-04,2022,11,Q4,Friday,Sports,Water Bottle,Central,Regular,UPI,471.85,2,0.15,802.14,221.39,0.276
ORD11391,2022-11-04,2022,11,Q4,Friday,Electronics,Headphones,North,Regular,Cash,4829.89,4,0.2,15455.65,3431.15,0.222
ORD11392,2022-11-04,2022,11,Q4,Friday,Home & Garden,Curtains,North,Regular,UPI,1208.17,5,0.0,6040.85,736.98,0.122
ORD11393,2022-11-05,2022,11,Q4,Saturday,Food & Beverages,Tea,Central,Regular,Credit Card,228.61,5,0.05,1085.9,237.81,0.219
ORD11394,2022-11-05,2022,11,Q4,Saturday,Home & Garden,Vase,Central,New,Cash,478.15,2,0.05,908.48,285.26,0.314
ORD11395,2022-11-05,2022,11,Q4,Saturday,Home & Garden,Pillow,South,Premium,UPI,558.21,1,0.2,446.57,85.29,0.191
ORD11396,2022-11-05,2022,11,Q4,Saturday,Sports,Running Shoes,West,Premium,Credit Card,4261.36,3,0.05,12144.88,3024.08,0.249
ORD11397,2022-11-05,2022,11,Q4,Saturday,Clothing,Shoes,West,Premium,UPI,3282.35,3,0.0,9847.05,3397.23,0.345
ORD11398,2022-11-05,2022,11,Q4,Saturday,Sports,Water Bottle,North,Regular,Net Banking,535.64,4,0.1,1928.3,335.52,0.174
ORD11399,2022-11-06,2022,11,Q4,Sunday,Clothing,Jacket,Central,Regular,Net Banking,3297.62,3,0.1,8903.57,3009.41,0.338
ORD11400,2022-11-06,2022,11,Q4,Sunday,Clothing,Jeans,East,Regular,Credit Card,2058.09,3,0.15,5248.13,1180.83,0.225
ORD11401,2022-11-06,2022,11,Q4,Sunday,Food & Beverages,Tea,East,Premium,Cash,221.77,1,0.2,177.42,45.95,0.259
ORD11402,2022-11-07,2022,11,Q4,Monday,Clothing,Dress,South,Regular,Debit Card,2889.32,1,0.0,2889.32,632.76,0.219
ORD11403,2022-11-07,2022,11,Q4,Monday,Food & Beverages,Snacks,South,Regular,Debit Card,107.62,1,0.0,107.62,17.43,0.162
ORD11404,2022-11-07,2022,11,Q4,Monday,Home & Garden,Chair,South,Regular,Net Banking,7171.85,5,0.15,30480.36,5821.75,0.191
ORD11405,2022-11-08,2022,11,Q4,Tuesday,Food & Beverages,Coffee,South,Premium,Credit Card,353.25,1,0.05,335.59,52.69,0.157
ORD11406,2022-11-08,2022,11,Q4,Tuesday,Home & Garden,Vase,West,New,Debit Card,457.75,1,0.15,389.09,117.89,0.303
ORD11407,2022-11-09,2022,11,Q4,Wednesday,Home & Garden,Pillow,West,New,Debit Card,585.11,2,0.2,936.18,185.36,0.198
ORD11408,2022-11-09,2022,11,Q4,Wednesday,Electronics,Tablet,East,Regular,Cash,32678.58,1,0.0,32678.58,8888.57,0.272
ORD11409,2022-11-09,2022,11,Q4,Wednesday,Food & Beverages,Snacks,West,New,Cash,114.29,2,0.2,182.86,25.23,0.138
ORD11410,2022-11-09,2022,11,Q4,Wednesday,Sports,Yoga Mat,West,New,Net Banking,1193.22,5,0.0,5966.1,1861.42,0.312
ORD11411,2022-11-09,2022,11,Q4,Wednesday,Electronics,Smartphone,South,Regular,UPI,45987.4,1,0.1,41388.66,7160.24,0.173
ORD11412,2022-11-09,2022,11,Q4,Wednesday,Food & Beverages,Snacks,North,New,Net Banking,120.25,4,0.1,432.9,55.41,0.128
ORD11413,2022-11-10,2022,11,Q4,Thursday,Home & Garden,Chair,South,Regular,Cash,7597.68,3,0.15,19374.08,2499.26,0.129
ORD11414,2022-11-10,2022,11,Q4,Thursday,Clothing,T-Shirt,East,Premium,Credit Card,710.35,2,0.0,1420.7,450.36,0.317
ORD11415,2022-11-10,2022,11,Q4,Thursday,Food & Beverages,Juice,South,Premium,Debit Card,87.88,1,0.15,74.7,22.48,0.301
ORD11416,2022-11-10,2022,11,Q4,Thursday,Food & Beverages,Snacks,West,Regular,UPI,107.66,2,0.05,204.55,52.16,0.255
ORD11417,2022-11-10,2022,11,Q4,Thursday,Home & Garden,Table Lamp,West,New,Net Banking,1645.62,2,0.0,3291.24,441.03,0.134
ORD11418,2022-11-10,2022,11,Q4,Thursday,Electronics,Tablet,North,Premium,Credit Card,31017.87,4,0.2,99257.18,21638.07,0.218
ORD11419,2022-11-10,2022,11,Q4,Thursday,Home & Garden,Chair,East,Regular,Net Banking,7465.31,1,0.0,7465.31,1276.57,0.171
ORD11420,2022-11-10,2022,11,Q4,Thursday,Sports,Water Bottle,West,Regular,Cash,472.12,4,0.15,1605.21,494.4,0.308
ORD11421,2022-11-11,2022,11,Q4,Friday,Home & Garden,Pillow,North,Premium,Cash,608.2,4,0.2,1946.24,435.96,0.224
ORD11422,2022-11-11,2022,11,Q4,Friday,Food & Beverages,Coffee,West,New,UPI,338.62,4,0.1,1219.03,226.74,0.186
ORD11423,2022-11-11,2022,11,Q4,Friday,Home & Garden,Curtains,Central,Premium,Credit Card,1070.66,2,0.2,1713.06,465.95,0.272
ORD11424,2022-11-11,2022,11,Q4,Friday,Clothing,Dress,West,New,Credit Card,3007.55,5,0.1,13533.98,3004.54,0.222
ORD11425,2022-11-12,2022,11,Q4,Saturday,Clothing,T-Shirt,Central,Premium,Debit Card,676.82,4,0.0,2707.28,758.04,0.28
ORD11426,2022-11-12,2022,11,Q4,Saturday,Sports,Resistance Band,West,Premium,Credit Card,636.65,5,0.15,2705.76,681.85,0.252
ORD11427,2022-11-12,2022,11,Q4,Saturday,Home & Garden,Curtains,North,Premium,Cash,1188.42,3,0.0,3565.26,1172.97,0.329
ORD11428,2022-11-12,2022,11,Q4,Saturday,Food & Beverages,Coffee,East,Premium,Cash,353.32,1,0.1,317.99,57.87,0.182
ORD11429,2022-11-12,2022,11,Q4,Saturday,Food & Beverages,Snacks,North,New,UPI,108.89,2,0.2,174.22,23.17,0.133
ORD11430,2022-11-12,2022,11,Q4,Saturday,Clothing,Jacket,West,Regular,Cash,3174.27,5,0.0,15871.35,3142.53,0.198
ORD11431,2022-11-12,2022,11,Q4,Saturday,Food & Beverages,Snacks,North,New,Credit Card,118.78,3,0.15,302.89,81.17,0.268
ORD11432,2022-11-12,2022,11,Q4,Saturday,Food & Beverages,Coffee,West,Regular,Debit Card,333.19,4,0.1,1199.48,391.03,0.326
ORD11433,2022-11-13,2022,11,Q4,Sunday,Electronics,Smartwatch,South,New,Debit Card,10745.92,3,0.0,32237.76,6931.12,0.215
ORD11434,2022-11-13,2022,11,Q4,Sunday,Home & Garden,Pillow,East,Premium,Net Banking,530.94,1,0.0,530.94,80.7,0.152
ORD11435,2022-11-13,2022,11,Q4,Sunday,Clothing,Shoes,West,Regular,Credit Card,3108.08,2,0.1,5594.54,1180.45,0.211
ORD11436,2022-11-13,2022,11,Q4,Sunday,Food & Beverages,Snacks,South,New,Credit Card,104.3,3,0.0,312.9,63.52,0.203
ORD11437,2022-11-13,2022,11,Q4,Sunday,Home & Garden,Vase,North,Premium,UPI,506.78,5,0.15,2153.81,749.53,0.348
ORD11438,2022-11-13,2022,11,Q4,Sunday,Home & Garden,Pillow,South,New,UPI,507.36,1,0.0,507.36,79.15,0.156
ORD11439,2022-11-14,2022,11,Q4,Monday,Electronics,Tablet,South,New,UPI,33808.67,3,0.0,101426.01,16126.74,0.159
ORD11440,2022-11-14,2022,11,Q4,Monday,Food & Beverages,Energy Drink,Central,Regular,Credit Card,135.85,3,0.1,366.79,92.8,0.253
ORD11441,2022-11-14,2022,11,Q4,Monday,Food & Beverages,Energy Drink,South,Premium,UPI,150.25,3,0.05,428.21,148.59,0.347
ORD11442,2022-11-14,2022,11,Q4,Monday,Clothing,Jacket,North,New,Cash,3687.6,3,0.1,9956.52,2140.65,0.215
ORD11443,2022-11-14,2022,11,Q4,Monday,Clothing,Jacket,North,Premium,Debit Card,3449.24,4,0.0,13796.96,3766.57,0.273
ORD11444,2022-11-14,2022,11,Q4,Monday,Electronics,Tablet,South,Premium,UPI,30804.38,5,0.15,130918.61,28671.18,0.219
ORD11445,2022-11-15,2022,11,Q4,Tuesday,Home & Garden,Vase,East,Regular,Debit Card,468.34,3,0.2,1124.02,278.76,0.248
ORD11446,2022-11-15,2022,11,Q4,Tuesday,Clothing,T-Shirt,East,Regular,Credit Card,739.13,2,0.15,1256.52,301.56,0.24
ORD11447,2022-11-15,2022,11,Q4,Tuesday,Sports,Running Shoes,Central,Premium,Net Banking,3993.01,1,0.15,3394.06,1103.07,0.325
ORD11448,2022-11-15,2022,11,Q4,Tuesday,Home & Garden,Vase,Central,Premium,Cash,538.21,1,0.0,538.21,145.32,0.27
ORD11449,2022-11-15,2022,11,Q4,Tuesday,Sports,Yoga Mat,East,Premium,UPI,1330.79,2,0.0,2661.58,689.35,0.259
ORD11450,2022-11-15,2022,11,Q4,Tuesday,Home & Garden,Table Lamp,West,Regular,Net Banking,1683.91,3,0.05,4799.14,715.07,0.149
ORD11451,2022-11-15,2022,11,Q4,Tuesday,Clothing,Dress,West,Regular,Net Banking,3068.32,3,0.0,9204.96,3148.1,0.342
ORD11452,2022-11-16,2022,11,Q4,Wednesday,Electronics,Tablet,East,Regular,Debit Card,28552.09,3,0.1,77090.64,21277.02,0.276
ORD11453,2022-11-16,2022,11,Q4,Wednesday,Sports,Running Shoes,East,Premium,Cash,4279.16,2,0.0,8558.32,2533.26,0.296
ORD11454,2022-11-16,2022,11,Q4,Wednesday,Home & Garden,Chair,Central,New,Debit Card,6307.57,4,0.0,25230.28,4617.14,0.183
ORD11455,2022-11-17,2022,11,Q4,Thursday,Sports,Running Shoes,West,Premium,Credit Card,4425.61,5,0.1,19915.24,4520.76,0.227
ORD11456,2022-11-17,2022,11,Q4,Thursday,Food & Beverages,Energy Drink,West,Regular,Cash,152.41,1,0.15,129.55,34.2,0.264
ORD11457,2022-11-18,2022,11,Q4,Friday,Sports,Dumbbells,Central,Regular,Credit Card,3672.95,2,0.05,6978.6,1242.19,0.178
ORD11458,2022-11-18,2022,11,Q4,Friday,Home & Garden,Table Lamp,North,New,UPI,1730.54,5,0.0,8652.7,2241.05,0.259
ORD11459,2022-11-18,2022,11,Q4,Friday,Clothing,Jeans,West,New,Cash,2246.77,3,0.2,5392.25,787.27,0.146
ORD11460,2022-11-19,2022,11,Q4,Saturday,Food & Beverages,Tea,Central,Premium,UPI,230.87,2,0.05,438.65,112.73,0.257
ORD11461,2022-11-19,2022,11,Q4,Saturday,Food & Beverages,Coffee,East,New,Net Banking,343.8,1,0.15,292.23,66.34,0.227
ORD11462,2022-11-19,2022,11,Q4,Saturday,Sports,Water Bottle,West,Premium,Cash,442.34,1,0.0,442.34,79.18,0.179
ORD11463,2022-11-19,2022,11,Q4,Saturday,Food & Beverages,Juice,South,Premium,UPI,76.07,4,0.0,304.28,90.98,0.299
ORD11464,2022-11-19,2022,11,Q4,Saturday,Electronics,Smartwatch,East,Premium,Debit Card,11587.18,4,0.2,37078.98,5932.64,0.16
ORD11465,2022-11-19,2022,11,Q4,Saturday,Electronics,Tablet,West,Premium,Cash,29542.94,1,0.1,26588.65,9093.32,0.342
ORD11466,2022-11-19,2022,11,Q4,Saturday,Clothing,T-Shirt,South,Regular,Net Banking,637.06,4,0.1,2293.42,587.12,0.256
ORD11467,2022-11-19,2022,11,Q4,Saturday,Sports,Resistance Band,Central,New,Cash,587.9,5,0.0,2939.5,399.77,0.136
ORD11468,2022-11-19,2022,11,Q4,Saturday,Electronics,Headphones,South,Regular,Net Banking,4498.08,2,0.1,8096.54,1206.38,0.149
ORD11469,2022-11-19,2022,11,Q4,Saturday,Home & Garden,Chair,North,New,Net Banking,7420.29,2,0.0,14840.58,3175.88,0.214
ORD11470,2022-11-20,2022,11,Q4,Sunday,Home & Garden,Vase,South,Regular,Cash,455.04,4,0.1,1638.14,570.07,0.348
ORD11471,2022-11-20,2022,11,Q4,Sunday,Food & Beverages,Tea,West,New,Debit Card,219.53,5,0.0,1097.65,358.93,0.327
ORD11472,2022-11-20,2022,11,Q4,Sunday,Food & Beverages,Tea,North,Regular,Debit Card,222.27,1,0.0,222.27,69.57,0.313
ORD11473,2022-11-20,2022,11,Q4,Sunday,Sports,Water Bottle,South,New,Net Banking,501.22,3,0.05,1428.48,254.27,0.178
ORD11474,2022-11-20,2022,11,Q4,Sunday,Home & Garden,Table Lamp,South,Premium,Net Banking,1766.13,3,0.2,4238.71,1411.49,0.333
ORD11475,2022-11-20,2022,11,Q4,Sunday,Electronics,Smartwatch,East,Regular,Debit Card,10809.84,3,0.2,25943.62,6641.57,0.256
ORD11476,2022-11-20,2022,11,Q4,Sunday,Home & Garden,Chair,North,New,Cash,6322.74,4,0.0,25290.96,4906.45,0.194
ORD11477,2022-11-21,2022,11,Q4,Monday,Sports,Water Bottle,West,Regular,Cash,506.18,5,0.2,2024.72,402.92,0.199
ORD11478,2022-11-21,2022,11,Q4,Monday,Food & Beverages,Energy Drink,Central,New,Net Banking,129.77,4,0.0,519.08,172.85,0.333
ORD11479,2022-11-21,2022,11,Q4,Monday,Electronics,Tablet,North,Premium,Cash,30557.73,4,0.05,116119.37,31236.11,0.269
ORD11480,2022-11-22,2022,11,Q4,Tuesday,Electronics,Headphones,Central,New,Cash,4511.37,4,0.05,17143.21,4594.38,0.268
ORD11481,2022-11-22,2022,11,Q4,Tuesday,Home & Garden,Chair,South,Premium,Net Banking,6703.55,3,0.0,20110.65,2413.28,0.12
ORD11482,2022-11-22,2022,11,Q4,Tuesday,Electronics,Smartphone,West,New,UPI,43781.95,1,0.0,43781.95,10857.92,0.248
ORD11483,2022-11-22,2022,11,Q4,Tuesday,Clothing,Jeans,West,Regular,UPI,1952.25,5,0.2,7809.0,2655.06,0.34
ORD11484,2022-11-23,2022,11,Q4,Wednesday,Electronics,Headphones,North,Premium,Cash,4964.43,1,0.15,4219.77,1042.28,0.247
ORD11485,2022-11-23,2022,11,Q4,Wednesday,Clothing,Jacket,East,New,Cash,3718.58,2,0.0,7437.16,1933.66,0.26
ORD11486,2022-11-23,2022,11,Q4,Wednesday,Food & Beverages,Juice,East,New,UPI,82.13,1,0.15,69.81,14.66,0.21
ORD11487,2022-11-23,2022,11,Q4,Wednesday,Sports,Yoga Mat,South,Regular,Net Banking,1254.97,4,0.2,4015.9,570.26,0.142
ORD11488,2022-11-23,2022,11,Q4,Wednesday,Food & Beverages,Coffee,East,New,UPI,327.38,3,0.0,982.14,237.68,0.242
ORD11489,2022-11-23,2022,11,Q4,Wednesday,Food & Beverages,Snacks,South,New,UPI,120.37,3,0.15,306.94,99.76,0.325
ORD11490,2022-11-23,2022,11,Q4,Wednesday,Home & Garden,Pillow,East,Regular,Debit Card,555.95,2,0.15,945.12,217.38,0.23
ORD11491,2022-11-24,2022,11,Q4,Thursday,Clothing,Shoes,West,Premium,Debit Card,2968.08,2,0.0,5936.16,1632.44,0.275
ORD11492,2022-11-24,2022,11,Q4,Thursday,Electronics,Smartphone,East,Regular,Net Banking,43530.41,5,0.1,195886.85,54848.32,0.28
ORD11493,2022-11-24,2022,11,Q4,Thursday,Electronics,Headphones,Central,New,Net Banking,4767.38,4,0.0,19069.52,2860.43,0.15
ORD11494,2022-11-24,2022,11,Q4,Thursday,Home & Garden,Pillow,South,Premium,Debit Card,568.79,4,0.1,2047.64,516.01,0.252
ORD11495,2022-11-24,2022,11,Q4,Thursday,Sports,Resistance Band,Central,Premium,Cash,599.35,4,0.0,2397.4,522.63,0.218
ORD11496,2022-11-25,2022,11,Q4,Friday,Home & Garden,Table Lamp,Central,Premium,Debit Card,1846.21,3,0.2,4430.9,1160.9,0.262
ORD11497,2022-11-25,2022,11,Q4,Friday,Home & Garden,Pillow,North,Premium,Debit Card,524.9,4,0.0,2099.6,623.58,0.297
ORD11498,2022-11-25,2022,11,Q4,Friday,Food & Beverages,Tea,South,Premium,Net Banking,201.92,5,0.0,1009.6,305.91,0.303
ORD11499,2022-11-26,2022,11,Q4,Saturday,Electronics,Smartphone,West,Premium,Net Banking,39753.35,4,0.0,159013.4,39276.31,0.247
ORD11500,2022-11-26,2022,11,Q4,Saturday,Electronics,Smartwatch,South,Premium,Credit Card,11252.78,3,0.0,33758.34,7764.42,0.23
ORD11501,2022-11-26,2022,11,Q4,Saturday,Home & Garden,Chair,Central,Regular,UPI,7119.79,4,0.0,28479.16,8458.31,0.297
ORD11502,2022-11-26,2022,11,Q4,Saturday,Sports,Resistance Band,Central,Regular,Credit Card,649.14,3,0.2,1557.94,397.27,0.255
ORD11503,2022-11-26,2022,11,Q4,Saturday,Home & Garden,Vase,South,Regular,UPI,494.35,3,0.1,1334.75,356.38,0.267
ORD11504,2022-11-26,2022,11,Q4,Saturday,Clothing,Jeans,West,Regular,Credit Card,2234.43,2,0.0,4468.86,1050.18,0.235
ORD11505,2022-11-26,2022,11,Q4,Saturday,Sports,Running Shoes,East,Regular,Debit Card,4359.02,4,0.1,15692.47,2997.26,0.191
ORD11506,2022-11-27,2022,11,Q4,Sunday,Electronics,Smartphone,East,Regular,Debit Card,42954.56,1,0.1,38659.1,13337.39,0.345
ORD11507,2022-11-27,2022,11,Q4,Sunday,Clothing,Jeans,Central,Premium,Cash,2118.8,4,0.1,7627.68,2196.77,0.288
ORD11508,2022-11-27,2022,11,Q4,Sunday,Electronics,Smartwatch,North,Premium,Credit Card,10897.2,3,0.2,26153.28,8604.43,0.329
ORD11509,2022-11-28,2022,11,Q4,Monday,Clothing,Dress,West,Regular,Cash,3078.08,4,0.0,12312.32,3459.76,0.281
ORD11510,2022-11-28,2022,11,Q4,Monday,Clothing,T-Shirt,Central,Regular,Net Banking,707.91,3,0.1,1911.36,644.13,0.337
ORD11511,2022-11-28,2022,11,Q4,Monday,Home & Garden,Curtains,North,New,Cash,1126.66,5,0.1,5069.97,978.5,0.193
ORD11512,2022-11-28,2022,11,Q4,Monday,Electronics,Tablet,South,New,Net Banking,28070.39,1,0.2,22456.31,7006.37,0.312
ORD11513,2022-11-29,2022,11,Q4,Tuesday,Home & Garden,Chair,West,New,UPI,6724.22,4,0.0,26896.88,7396.64,0.275
ORD11514,2022-11-29,2022,11,Q4,Tuesday,Home & Garden,Table Lamp,Central,Premium,Net Banking,1645.03,1,0.0,1645.03,454.03,0.276
ORD11515,2022-11-29,2022,11,Q4,Tuesday,Food & Beverages,Snacks,Central,Regular,UPI,107.68,4,0.0,430.72,144.29,0.335
ORD11516,2022-11-29,2022,11,Q4,Tuesday,Food & Beverages,Energy Drink,East,New,Cash,133.02,2,0.1,239.44,60.82,0.254
ORD11517,2022-11-29,2022,11,Q4,Tuesday,Electronics,Smartphone,North,Premium,Net Banking,45942.3,2,0.05,87290.37,26885.43,0.308
ORD11518,2022-11-30,2022,11,Q4,Wednesday,Home & Garden,Pillow,South,Regular,Cash,556.27,1,0.0,556.27,131.28,0.236
ORD11519,2022-11-30,2022,11,Q4,Wednesday,Food & Beverages,Coffee,West,Premium,Net Banking,326.33,4,0.2,1044.26,364.45,0.349
ORD11520,2022-11-30,2022,11,Q4,Wednesday,Clothing,Jeans,North,Regular,Debit Card,2079.73,4,0.2,6655.14,1410.89,0.212
ORD11521,2022-12-01,2022,12,Q4,Thursday,Food & Beverages,Energy Drink,East,New,Cash,129.22,1,0.0,129.22,27.78,0.215
ORD11522,2022-12-01,2022,12,Q4,Thursday,Electronics,Headphones,South,New,Debit Card,4789.53,5,0.1,21552.88,4784.74,0.222
ORD11523,2022-12-01,2022,12,Q4,Thursday,Food & Beverages,Tea,West,Regular,Debit Card,216.23,1,0.0,216.23,72.65,0.336
ORD11524,2022-12-01,2022,12,Q4,Thursday,Sports,Dumbbells,Central,Premium,Net Banking,3604.14,2,0.0,7208.28,1189.37,0.165
ORD11525,2022-12-02,2022,12,Q4,Friday,Home & Garden,Curtains,East,Premium,UPI,1048.44,1,0.0,1048.44,270.5,0.258
